,Amount,Cycle,Name,Party,RealCode,Type
5345,37650.0,2008,Immigrants' List, ,J,24K
5344,5000.0,2008,Illinois Democratic County Chairmen Assn,D,Z,24K
5343,85865.0,2008,Ike Skelton for Congress Cmte,D,Z,24K
5342,100000.0,2008,IRL PAC,R,J,24K
5354,151786.0,2008,Indiana Democratic Congressional Victory Cmte,D,Z,24C
5341,3000.0,2008,IN PAC, ,Y,24K
5339,6550.0,2008,IBEW Local 494,U,L,24F
5338,68105.0,2008,IA Vets for Congress,D,Z,24K
5337,850.0,2008,Humboldt County Republican Central Cmte,R,Z,24E
5336,41106.0,2008,Human Rights Campaign,U,J,24F
5335,3000.0,2008,Hulshof for Congress,R,Z,24K
5334,5000.0,2008,Hudson Valley Victory Fund,R,J,24K
5333,1111.0,2008,Huck PAC,R,J,24Z
5332,27830.0,2008,Huck PAC,R,J,24K
5331,5000.0,2008,Huck PAC,R,J,24E
5330,1250.0,2008,Hoyt Hilsman for Congress,D,Z,24K
5329,414000.0,2008,Hoyer for Congress,D,Z,24K
5328,19000.0,2008,House Majority Fund,D,J,24K
5340,4000.0,2008,IDP5 Federal,D,Z,24K
5386,890.0,2008,Jeb Bradley for Congress,R,Z,24K
5355,60000.0,2008,Indiana Democratic Congressional Victory Cmte,D,Z,24K
5357,67962.0,2008,Indiana Republican State Central Cmte,R,Z,24C
5384,140500.0,2008,Jazz PAC,D,J,24K
5383,4650.0,2008,Jasper Wyman & Son, ,A,24K
5382,5750.0,2008,Japanese American Republicans,R,Z,24K
5381,840.0,2008,Japanese American Republicans,R,Z,24E
5380,976.0,2008,Jan Schneider for Congress,D,Z,24K
5379,40300.0,2008,Jackie Speier for Congress,D,Z,24K
5378,243.0,2008,Jack Uldrich for US Senate,R,Z,24K
5377,539.0,2008,JStreetPAC, ,J,24Z
5376,43982.0,2008,JStreetPAC, ,J,24K
5375,17000.0,2008,JJJ PAC,D,J,24K
5374,100.0,2008,JEW Kennedy Banks for President Cmte,R,Z,24E
5373,6836.0,2008,"JERRY VOORHIS CLAREMONT DEMOCRATIC CLUB,",U,J,24Z
5356,82558.0,2008,Indiana Republican State Central Cmte,R,Z,24A
5372,500.0,2008,"JERRY VOORHIS CLAREMONT DEMOCRATIC CLUB,",U,J,24K
5370,75250.0,2008,Issa for Congress,R,Z,24K
5369,1500.0,2008,Iraq Veterans for Progress, ,J,24K
5367,41000.0,2008,Invest in a Strong & Secure America,R,J,24K
5366,1200.0,2008,Intl Assn of Firefighters Local 1596, ,L,24K
5365,181948.0,2008,International Longshore & Warehouse Union Coast Pr,U,L,24F
5364,76500.0,2008,Integra Telecom, ,C,24K
5363,39000.0,2008,Inslee for Congress,D,Z,24K
5362,890.0,2008,Inhofe Victory Cmte,R,Z,24K
5361,1829.0,2008,Inglis for Congress,R,Z,24Z
5360,2321.0,2008,Indiana Republican State Central Cmte,R,Z,24Z
5359,16500.0,2008,Indiana Republican State Central Cmte,R,Z,24K
5358,115263.0,2008,Indiana Republican State Central Cmte,R,Z,24E
5371,1500.0,2008,Iz Pac, ,Y,24K
1164,0.0,2008,,U,z,24N
1574,0.0,2008,,U,E,24F
1572,0.0,2008,,R,E,24Z
5175,270.0,2008,Friends of John Thune,R,Z,24Z
5174,4000.0,2008,Friends of John Tanner,D,Z,24K
5173,21000.0,2008,Friends of John Peterson,R,Z,24K
5172,3000.0,2008,Friends of John LaFalce,D,Z,24K
5171,207278.0,2008,Friends of John Kerry,D,Z,24K
5170,134000.0,2008,Friends of John Boehner,R,Z,24K
5169,1000.0,2008,Friends of John Barrow,D,Z,24K
5168,1000.0,2008,Friends of Joe Pitts,R,Z,24K
5167,9000.0,2008,Friends of Joe Baca,D,Z,24K
5166,51600.0,2008,Friends of Jim Saxton,R,Z,24K
5165,21000.0,2008,Friends of Jim Oberstar,D,Z,24K
5164,294300.0,2008,Friends of Jim Clyburn,D,Z,24K
5176,150.0,2008,Friends of John Wages,3,Z,24K
5163,4800.0,2008,Friends of Jennifer B Dunn,R,J,24K
5161,178000.0,2008,Friends of Jeb Hensarling,R,Z,24K
5160,45084.0,2008,Friends of Jared Polis Cmte,D,Z,24K
5159,180000.0,2008,Friends of Jane Harman,D,Z,24K
5158,9850.0,2008,Friends of Jan Schneider,D,Z,24K
5157,13000.0,2008,Friends of Jack Kingston,R,Z,24K
5156,2000.0,2008,Friends of Howell Heflin Cmte,D,J,24K
5155,2000.0,2008,Friends of Glenn Nye,D,Z,24K
5154,78195.0,2008,Friends of Giuliani Exploratory Cmte,R,Z,24K
5153,1758.0,2008,Friends of Fred Thompson,R,Z,24Z
5152,44100.0,2008,Friends of Fred Thompson,R,Z,24K
5151,19000.0,2008,Friends of Farr,D,Z,24K
5150,1000.0,2008,Friends of Erik Paulsen,R,Z,24K
5162,343.0,2008,Friends of Jeb Hensarling,R,Z,24Z
5149,4000.0,2008,Friends of Eric Egland,R,Z,24K
5177,1000.0,2008,Friends of Jon Bruning,R,Z,24K
5179,91236.0,2008,Friends of Lois Capps,D,Z,24K
5205,2000.0,2008,Friends of Sherwood Bowditch,R,Z,24K
5204,4250.0,2008,Friends of Sherwood Boehlert Cmte,R,Z,24K
5203,2000.0,2008,Friends of Sherrod Brown,D,Z,24K
5202,1000.0,2008,Friends of Senator Nickles,R,K,24R
5201,15500.0,2008,Friends of Senator Nickles,R,K,24K
5200,2000.0,2008,Friends of Senator Frank Murkowski,R,Z,24K
5199,40000.0,2008,Friends of Senator Carl Levin,D,Z,24K
5198,5000.0,2008,Friends of Schumer,D,Z,24K
5197,68000.0,2008,Friends of Sam Johnson,R,Z,24K
5196,4166.0,2008,Friends of Roy Blunt,R,Z,24Z
5195,1152.0,2008,Friends of Rosa DeLauro,D,Z,24Z
5194,106000.0,2008,Friends of Rosa DeLauro,D,Z,24K
5178,2000.0,2008,Friends of Kent Conrad,D,Z,24K
5193,13599.0,2008,Friends of Ron Packard,R,Z,24K
5191,1401.0,2008,Friends of Robert C Byrd Cmte,D,Z,24Z
5190,2000.0,2008,Friends of Robert C Byrd Cmte,D,Z,24K
5189,124000.0,2008,Friends of Ray LaHood,R,Z,24K
5188,234000.0,2008,Friends of Rahm Emanuel,D,Z,24K
5187,5000.0,2008,Friends of Phil Hare,D,Z,24K
5186,123500.0,2008,Friends of Phil Gramm,R,J,24K
5185,7000.0,2008,Friends of Patrick J Kennedy,D,Z,24K
5184,389.0,2008,Friends of Mike Sodrel,R,Z,24K
5183,500.0,2008,Friends of Mike Livingston,R,Z,24K
5182,28000.0,2008,Friends of Mike Ferguson,R,Z,24K
5181,15000.0,2008,Friends of Max Burns,R,Z,24K
5180,15000.0,2008,Friends of Maurice Hinchey,D,Z,24K
5192,40000.0,2008,Friends of Roger Wicker 2002,R,Z,24K
5206,4581.0,2008,Friends of Tom Rooney,R,Z,24K
5148,5000.0,2008,Friends of Doc Hastings,R,Z,24K
5146,2000.0,2008,Friends of Dick Lugar,R,Z,24R
5115,6300.0,2008,Friends for Harry Reid,D,Z,24K
5114,6000.0,2008,Friends for Gregory Meeks,D,Z,24K
5113,8000.0,2008,Friends for Frank Wolf,R,Z,24K
5112,17000.0,2008,Friends Of Jay Rockefeller              ,D,Z,24K
5111,7000.0,2008,Frelinghuysen for Congress,R,Z,24K
5110,2414.0,2008,Freedom Security Prosperity PAC,R,J,24Z
5109,11100.0,2008,Freedom Security Prosperity PAC,R,J,24K
5108,17251.0,2008,Freedom Project,R,J,24Z
5107,1082673.0,2008,Freedom Project,R,J,24K
5106,280000.0,2008,Freedom Fund,R,J,24K
5105,74000.0,2008,Freedom & Security PAC,R,J,24K
5104,212000.0,2008,Freedom & Democracy Fund,R,J,24K
5116,27000.0,2008,Friends for Jim McDermott,D,Z,24K
5103,3517.0,2008,Free & Strong America PAC,R,J,24Z
5101,350.0,2008,Free & Equal Dc Fund, ,J,24K
5100,207500.0,2008,Fraternity & Sorority PAC, ,X,24K
5099,6500.0,2008,Francis for Congress,R,Z,24K
5098,2750.0,2008,Francis Thompson for Congress,D,Z,24K
5097,23600.0,2008,Francine Busby for Congress,D,Z,24K
5096,3750.0,2008,Fourth District Breakfast Club,D,Z,24K
1514,0.0,2008,, ,E,24E
1515,0.0,2008,, ,E,24F
1516,0.0,2008,, ,E,24A
1517,0.0,2008,, ,E,24C
1518,0.0,2008,, ,E,24N
1519,0.0,2008,, ,E,24H
5102,226709.0,2008,Free & Strong America PAC,R,J,24K
5147,910.0,2008,Friends of Dick Lugar,R,Z,24Z
5117,5000.0,2008,Friends for the Elderly, ,Y,24K
5119,1369.0,2008,Friends of Barbara Boxer,D,Z,24Z
5145,76589.0,2008,Friends of Dick Lugar,R,Z,24K
5144,2000.0,2008,Friends of Dick Durbin,D,Z,24K
5143,1901.0,2008,Friends of Dennis Cardoza,D,Z,24Z
5142,90000.0,2008,Friends of Dennis Cardoza,D,Z,24K
5141,1500.0,2008,Friends of David Gill,D,Z,24K
5140,43000.0,2008,Friends of Dave Weldon,R,Z,24K
5139,10000.0,2008,Friends of Danny K Davis,D,Z,24K
5138,968.0,2008,Friends of Daniel Davis,D,Z,24K
5137,4333.0,2008,Friends of Dan Maffei,D,Z,24K
5136,8000.0,2008,Friends of Craig Thomas,R,Z,24K
5135,9000.0,2008,Friends of Corrine Brown,D,Z,24K
5134,1916.0,2008,Friends of Conrad Burns 2006,R,Z,24Z
5118,4000.0,2008,Friends of  Kevin O'Neill,R,Z,24K
5133,6000.0,2008,Friends of Conrad Burns 2006,R,Z,24K
5131,7698.0,2008,Friends of Connie Mack,R,Z,24K
5130,19000.0,2008,Friends of Congressman Tim Holden,D,Z,24K
5129,16000.0,2008,Friends of Congressman George Miller,D,Z,24K
5128,19920.0,2008,Friends of Charlie Wilson,D,Z,24K
5127,3500.0,2008,Friends of Central Michigan University, ,H,24K
5126,4700.0,2008,Friends of Catholic Health Care, ,X,24K
5125,1071.0,2008,Friends of Carolyn McCarthy,D,Z,24Z
5124,2500.0,2008,Friends of Carolyn McCarthy,D,Z,24K
5123,102963.0,2008,Friends of Bud Cramer,D,Z,24K
5122,411.0,2008,Friends of Bob Livingston PAC,R,J,24Z
5121,13000.0,2008,Friends of Bob Livingston PAC,R,J,24K
5120,17000.0,2008,Friends of Bennie Thompson,D,Z,24K
5132,2000.0,2008,Friends of Connie Morella for Congress,R,Z,24K
1573,0.0,2008,,U,E,24E
5207,40000.0,2008,Friends of Weiner,D,Z,24K
5209,1000.0,2008,Fund for All Americans,R,J,24K
1541,0.0,2008,,I,E,24R
1540,0.0,2008,,I,E,24P
1539,0.0,2008,,I,E,24K
5273,25750.0,2008,Grow America PAC,R,J,24K
5272,500.0,2008,Group W Inc, ,D,24K
5271,31000.0,2008,GreggPAC,R,J,24K
5270,1000.0,2008,Gregg Harper for Congress,R,Z,24K
5269,1300.0,2008,Green Senatorial Campaign Cmte,3,Z,24K
5268,2215.0,2008,Green Party of the United States,3,Z,24K
5267,1560.0,2008,Green Party of Washington State,3,Z,24K
5266,4333.0,2008,Green Party of New York State,3,Z,24E
5265,750.0,2008,Green Party of Maryland,3,Z,24K
1542,0.0,2008,,I,E,24Z
5264,984.0,2008,Green Party of Maryland,3,Z,24E
5262,137250.0,2008,Great Plains Leadership Fund,D,J,24K
5261,30000.0,2008,Great American Fund,D,J,24K
5260,325.0,2008,Graves for Congress,R,Z,24K
5259,2250.0,2008,Grassley Cmte,R,Z,24K
5258,99.0,2008,Grant Rostig for Congress Cmte,R,Z,24K
5257,250.0,2008,Granite State PAC, ,J,24K
5256,1000.0,2008,Grand Traverse County Democratic Cmte,D,Z,24K
5255,3250.0,2008,Goode for Congress,I,Z,24K
5254,11300.0,2008,Good Government for America,R,J,24K
5253,92000.0,2008,Good Fund,R,J,24K
5252,210500.0,2008,Glacier PAC,D,J,24K
5251,88880.0,2008,Gingrey for Congress,R,Z,24K
5263,220000.0,2008,Green Mountain PAC,D,J,24K
5250,2000.0,2008,Gillibrand for Congress,D,Z,24K
1543,0.0,2008,,L,E,24E
1545,0.0,2008,,L,E,24A
1571,0.0,2008,,R,E,24R
1570,0.0,2008,,R,E,24P
1569,0.0,2008,,R,E,24K
1568,0.0,2008,,R,E,24H
1567,0.0,2008,,R,E,24N
1566,0.0,2008,,R,E,24C
1565,0.0,2008,,R,E,24A
1564,0.0,2008,,R,E,24F
1563,0.0,2008,,R,E,24E
1562,0.0,2008,,3,E,24Z
1561,0.0,2008,,3,E,24R
1560,0.0,2008,,3,E,24P
1544,0.0,2008,,L,E,24F
1559,0.0,2008,,3,E,24K
1557,0.0,2008,,3,E,24N
1556,0.0,2008,,3,E,24C
1555,0.0,2008,,3,E,24A
1554,0.0,2008,,3,E,24F
1553,0.0,2008,,3,E,24E
1552,0.0,2008,,L,E,24Z
1551,0.0,2008,,L,E,24R
1550,0.0,2008,,L,E,24P
1549,0.0,2008,,L,E,24K
1548,0.0,2008,,L,E,24H
1547,0.0,2008,,L,E,24N
1546,0.0,2008,,L,E,24C
1558,0.0,2008,,3,E,24H
5208,29000.0,2008,Friends of Zach Wamp,R,Z,24K
5249,12000.0,2008,Giffords For Congress                   ,D,Z,24K
5247,4500.0,2008,Giant Eagle, ,G,24K
1528,0.0,2008,,D,E,24H
1527,0.0,2008,,D,E,24N
1526,0.0,2008,,D,E,24C
1525,0.0,2008,,D,E,24A
1524,0.0,2008,,D,E,24F
1523,0.0,2008,,D,E,24E
1522,0.0,2008,, ,E,24Z
1521,0.0,2008,, ,E,24R
1520,0.0,2008,, ,E,24P
5226,2404.0,2008,GREEK AMERICAN POLITICAL ACTION COMMITTE,U,J,24Z
5225,37061.0,2008,GREEK AMERICAN POLITICAL ACTION COMMITTE,U,J,24K
5224,75250.0,2008,GOP Generation Y Fund,R,J,24K
1529,0.0,2008,,D,E,24K
5223,3000.0,2008,GOLD PAC,D,J,24K
5221,107500.0,2008,Future Leaders PAC,R,J,24K
5220,4500.0,2008,Fund to Keep America Number One,R,J,24K
5219,109000.0,2008,Fund for the Majority,D,J,24K
5218,7500.0,2008,Fund for a Responsible Future,R,J,24K
5217,6965.0,2008,Fund for a Healthy America,D,J,24Z
5216,82183.0,2008,Fund for a Healthy America,D,J,24K
5215,9862.0,2008,Fund for a Healthy America,D,J,24E
5214,60130.0,2008,Fund for a Healthy America,D,J,24A
5213,5000.0,2008,Fund for a Conservative Future,R,J,24R
5212,247500.0,2008,Fund for a Conservative Future,R,J,24K
5211,86900.0,2008,Fund for American Opportunity,R,J,24K
5210,131250.0,2008,Fund for America's Future,R,J,24K
5222,4700.0,2008,GIN-PAC,R,J,24K
5248,210.0,2008,Gibson 4 Congress,R,Z,24K
1530,0.0,2008,,D,E,24P
1532,0.0,2008,,D,E,24Z
5246,5600.0,2008,Giannaros for Congress,D,Z,24K
5245,1000.0,2008,Gerry Connolly for Congress,D,Z,24K
5244,500.0,2008,Gereighty for Congress,D,Z,24K
5243,2000.0,2008,Georgians for Isakson,R,Z,24K
5242,7000.0,2008,Georgians for Better Transportation, ,J,24K
5241,18000.0,2008,GeorgiaPAC,D,J,24K
5240,1393.0,2008,Georgia Federal Elections Cmte,D,Z,24K
5239,1149884.0,2008,Georgia Federal Elections Cmte,D,Z,24C
5238,1055.0,2008,George Robert Whitfield, ,Y,24E
5237,59300.0,2008,Geoff Davis 2002,R,Z,24K
5236,54300.0,2008,Gentiva Health Services,U,H,24K
5235,51000.0,2008,Generic Pharmaceutical Assn,U,H,24K
1531,0.0,2008,,D,E,24R
5234,19300.0,2008,Gene Taylor for US Congress,D,Z,24K
5232,200.0,2008,Gaston County for Change, ,Y,24C
5231,4000.0,2008,Gary Miller for Congress,R,Z,24K
5230,300.0,2008,Garman for Congress,D,Z,24K
5229,4000.0,2008,Gallegly for Congress,R,Z,24K
5228,201.0,2008,Gaby Downey for Congress,D,Z,24K
5227,4000.0,2008,Ga-10 Congressional Victory Cmte, ,Y,24K
1538,0.0,2008,,I,E,24H
1537,0.0,2008,,I,E,24N
1536,0.0,2008,,I,E,24C
1535,0.0,2008,,I,E,24A
1534,0.0,2008,,I,E,24F
1533,0.0,2008,,I,E,24E
5233,60000.0,2008,Gene Green Congressional Campaign,D,Z,24K
1163,0.0,2008,,U,z,24C
5368,5000.0,2008,Iowa 2nd Dist Democratic Central Cmte,D,Z,24K
1161,0.0,2008,,U,z,24F
5683,270.0,2008,Montanans for Tester,D,Z,24K
5682,88.0,2008,Montanans for Candidate Integrity, ,Y,24E
5681,49946.0,2008,Montana Victory 2008,D,Z,24K
5680,50.0,2008,Montana Republican State Central Cmte,R,Z,24K
5679,89635.0,2008,Montana Democratic Central Cmte,D,Z,24C
5678,1500.0,2008,Moderate Victory Fund                   ,D,J,24Z
5677,98000.0,2008,Moderate Victory Fund                   ,D,J,24K
5676,2300.0,2008,Mitch for Governor,R,J,24K
5675,63100.0,2008,Missourians for Accountability & Change,D,J,24K
5674,27013.0,2008,Missouri Victory 2006                   ,D,Z,24K
5673,10000.0,2008,Missouri Republican State Cmte,R,Z,24K
5672,14472.0,2008,Missouri National Education Assn,U,L,24F
5671,7000.0,2008,Missouri Democratic State Cmte,D,Z,24K
5670,40338.0,2008,Missouri Democratic State Cmte,D,Z,24C
5669,101355.0,2008,Minnesota-Coleman Victory Cmte,R,Z,24K
5668,20000.0,2008,Minnesota Democratic Farmer Labor Party,D,Z,24K
5667,5000.0,2008,Minnesota Democratic Farmer Labor Party,D,Z,24E
5666,266843.0,2008,Minnesota Democratic Farmer Labor Party,D,Z,24C
5665,1050.0,2008,Minnesota 2nd District DFL,D,Z,24K
5664,5724.0,2008,Minneapolis AFL-CIO,U,L,24N
5663,17576.0,2008,Minneapolis AFL-CIO,U,L,24F
5662,7000.0,2008,Millenium Leadership PAC,D,J,24K
5661,38500.0,2008,Mill to the Hill PAC,D,J,24K
5660,1362.0,2008,Milead Fund,R,J,24Z
5659,43000.0,2008,Milead Fund,R,J,24K
5658,320.0,2008,Mike Turner for Congress,D,Z,24K
5657,2258.0,2008,Mike Thompson for Congress,D,Z,24K
5656,10000.0,2008,Mike Ross for Congress Cmte,D,Z,24K
5655,32300.0,2008,Mike Rogers for Congress,R,Z,24K
5684,1948.0,2008,Monterey County Democratic Central Cmte,D,Z,24E
5654,389.0,2008,Mike Pence Cmte,R,Z,24Z
5685,1836.0,2008,Monterey County Democratic Central Cmte,D,Z,24K
5687,7208.0,2008,Montgomery County Dem Central Cmte,D,Z,24E
5716,760.0,2008,Nancy Boyda for Congress,D,Z,24K
5715,20000.0,2008,Nadler for Congress,D,Z,24K
5714,1000.0,2008,Nacht for Congress,D,Z,24K
5713,9200.0,2008,NW Sustainable Resource PAC, ,J,24K
5712,2000.0,2008,NRB CALIFORNIANS  FOR ECONOMIC GROWTH   ,U,C,24K
5711,44750.0,2008,NODAK PAC,D,J,24K
5710,12645.0,2008,NEA-Alaska,U,L,24F
5709,5657.0,2008,NE-OH Congressional Victory Fund,R,Z,24K
5708,7000.0,2008,NATIONAL FIRE SPRINKLER INDUSTRY PROMOTI,U,B,24K
5707,12170.0,2008,NARAL Pro-Choice Minnesota,U,J,24N
5706,17826.0,2008,NARAL Pro-Choice Minnesota,U,J,24F
5705,2000.0,2008,Musgrove for US Senate,D,Z,24R
5704,3000.0,2008,Musgrove for US Senate,D,Z,24K
5703,1000.0,2008,Musgrave for Congress,R,Z,24K
5702,7000.0,2008,Murtha for Congress Cmte,D,Z,24K
5701,34600.0,2008,Moving Phoenix Forward PAC,D,J,24K
5700,122000.0,2008,Moving America Forward,D,J,24K
5699,13600.0,2008,Move Houston PAC, ,Y,24K
5698,4500.0,2008,Mountain States PAC, ,Y,24K
5697,2000.0,2008,Motivating Energetic Leadership PAC,D,J,24K
5696,3000.0,2008,Mosaic Co, ,A,24K
5695,500.0,2008,Morrow Congressional Cmte,R,Z,24K
5694,489.0,2008,More Conservatives PAC,R,J,24Z
5693,38000.0,2008,More Conservatives PAC,R,J,24K
5692,2000.0,2008,Moran for Kansas,R,Z,24K
5691,2417213.0,2008,Moran for Congress,R,Z,24K
5690,21250.0,2008,Moran for Congress,D,Z,24K
5689,2000.0,2008,Moore for Congress,D,Z,24K
5688,1500.0,2008,Montgomery County Dem Central Cmte,D,Z,24K
5686,111.0,2008,Monterey County Democratic Central Cmte,D,Z,24Z
5717,312000.0,2008,Nancy Pelosi for Congress,D,Z,24K
5653,3500.0,2008,Mike Pence Cmte,R,Z,24K
5651,134500.0,2008,Mike Honda for Congress,D,Z,24K
5617,121800.0,2008,McCotter Congressional Cmte,R,Z,24K
5616,658.0,2008,McCollum for Congress,D,Z,24Z
5615,29550.0,2008,McCollum for Congress,D,Z,24K
5614,301.0,2008,McClintock for Congress,R,Z,24K
5613,757.0,2008,McCaskill for Missouri 2012,D,Z,24Z
5612,35000.0,2008,Maverick PAC, ,J,24K
5611,13000.0,2008,Matsui for Congress,D,Z,24K
5610,2000.0,2008,Matheson for Congress,D,Z,24K
5609,44000.0,2008,Mass PAC,D,J,24K
5608,22300.0,2008,Mary's PAC,R,J,24K
5607,5505.0,2008,Mary Bono Cmte,R,Z,24K
5606,85000.0,2008,Marty Meehan for Congress Cmte,D,Z,24K
5605,653.0,2008,Martinez for Senate,R,Z,24Z
5604,6346.0,2008,Martinez for Senate,R,Z,24K
5603,2250.0,2008,Martin Heinrich for Congress,D,Z,24K
5602,100.0,2008,Marshall Adame for Congress Cmte,D,Z,24K
5601,3500.0,2008,Marsha Blackburn for Congress,R,Z,24K
5600,8500.0,2008,Marlowe & Co, ,K,24K
5599,12000.0,2008,Markey for Congress Cmte,D,Z,24K
5598,10000.0,2008,Mark Pryor for US Senate,D,Z,24K
5597,13080.0,2008,Mark Kennedy 06                         ,R,Z,24K
5596,2000.0,2008,Mark Anderson for Congress,R,Z,24K
5595,13000.0,2008,Marion Berry for Congress,D,Z,24K
5594,42095.0,2008,Mario Diaz-Balart for Congress,R,Z,24K
5593,17000.0,2008,Marina District Development Co, ,G,24K
5592,145.0,2008,Marin Democratic Central Committee,D,Z,24K
5591,1000.0,2008,Marin County Republican Central Cmte,R,Z,24K
5590,8000.0,2008,Margin of Victory, ,Y,24Z
5589,4400.0,2008,Margin of Victory, ,Y,24K
5618,6850.0,2008,McCrery for Congress,R,Z,24K
5652,31000.0,2008,Mike PAC,R,J,24K
5619,21500.0,2008,McGovern Cmte,D,Z,24K
1162,0.0,2008,,U,z,24A
5650,4000.0,2008,Mike Crapo for US Senate,R,Z,24K
5649,4000.0,2008,Mike Bilirakis for Congress,R,Z,24K
5648,24000.0,2008,Midwest Values PAC,D,J,24K
5647,89000.0,2008,Midnight Sun,R,J,24K
5646,3010.0,2008,Midland County Republican Cmte,R,Z,24Z
5645,4515.0,2008,Midland County Republican Cmte,R,Z,24K
5644,2006.0,2008,Midland County Republican Cmte,R,Z,24E
5643,225500.0,2008,Mid-Atlantic Laborers Political League,U,L,24K
5642,35726.0,2008,Mid-Atlantic Laborers Political League,U,L,24E
5641,4500.0,2008,Michigan Licensed Beverage Assn, ,G,24K
5640,3540.0,2008,Michigan Democratic State Central Cmte,D,Z,24K
5639,54939.0,2008,Michigan Democratic State Central Cmte,D,Z,24C
5638,29800.0,2008,Michaud for Congress,D,Z,24K
5637,500.0,2008,Michael J Kelley for Congress,D,Z,24K
5636,47000.0,2008,Michael Burgess for Congress,R,Z,24K
5635,5000.0,2008,Mica for Congress,R,Z,24K
5634,222.0,2008,Metropolitan Grtr Oakland Democrat Club,D,Z,24K
5633,250.0,2008,Metallurg Vanadium Corp, ,M,24K
5632,19750.0,2008,Messer Construction, ,B,24K
5631,72861.0,2008,Mesabi Fund,D,J,24K
5630,1000.0,2008,Menendez for Congress,D,Z,24K
5629,3650.0,2008,Mendocino County Democratic Central Cmte,D,Z,24K
5628,1664.0,2008,Mendocino County Democratic Central Cmte,D,Z,24E
5627,4000.0,2008,Melissa Bean for Congress,D,Z,24K
5626,35000.0,2008,Mel Watt for Congress Cmte,D,Z,24K
5625,59000.0,2008,Meeks for Congress 2000,D,Z,24K
5624,18600.0,2008,McNulty for Congress,D,Z,24K
5623,4000.0,2008,McNerney for Congress,D,Z,24K
5622,2000.0,2008,McMahon for Congress,D,Z,24K
5620,3000.0,2008,McHenry for Congress,R,Z,24K
5588,14650.0,2008,Maloney for Congress,D,Z,24K
5718,2000.0,2008,Nancy Pelosi for Congress,D,Z,24P
5720,195000.0,2008,Narragansett Bay PAC,D,J,24K
727,0.0,2008,,L,C,24Z
728,0.0,2008,,3,C,24E
729,0.0,2008,,3,C,24F
730,0.0,2008,,3,C,24A
731,0.0,2008,,3,C,24C
732,0.0,2008,,3,C,24N
733,0.0,2008,,3,C,24H
734,0.0,2008,,3,C,24K
735,0.0,2008,,3,C,24P
736,0.0,2008,,3,C,24R
737,0.0,2008,,3,C,24Z
738,0.0,2008,,R,C,24E
739,0.0,2008,,R,C,24F
740,0.0,2008,,R,C,24A
741,0.0,2008,,R,C,24C
742,0.0,2008,,R,C,24N
743,0.0,2008,,R,C,24H
744,0.0,2008,,R,C,24K
745,0.0,2008,,R,C,24P
746,0.0,2008,,R,C,24R
747,0.0,2008,,R,C,24Z
748,0.0,2008,,U,C,24E
749,0.0,2008,,U,C,24F
750,0.0,2008,,U,C,24A
751,0.0,2008,,U,C,24C
752,0.0,2008,,U,C,24N
753,0.0,2008,,U,C,24H
754,0.0,2008,,U,C,24P
755,0.0,2008,,U,C,24R
726,0.0,2008,,L,C,24R
756,0.0,2008,,U,C,24Z
725,0.0,2008,,L,C,24P
723,0.0,2008,,L,C,24H
694,0.0,2008,, ,C,24N
695,0.0,2008,, ,C,24H
696,0.0,2008,, ,C,24P
697,0.0,2008,, ,C,24R
698,0.0,2008,,D,C,24E
699,0.0,2008,,D,C,24F
700,0.0,2008,,D,C,24A
701,0.0,2008,,D,C,24C
702,0.0,2008,,D,C,24N
703,0.0,2008,,D,C,24H
704,0.0,2008,,D,C,24K
705,0.0,2008,,D,C,24P
706,0.0,2008,,D,C,24R
707,0.0,2008,,D,C,24Z
708,0.0,2008,,I,C,24E
709,0.0,2008,,I,C,24F
710,0.0,2008,,I,C,24A
711,0.0,2008,,I,C,24C
712,0.0,2008,,I,C,24N
713,0.0,2008,,I,C,24H
714,0.0,2008,,I,C,24K
715,0.0,2008,,I,C,24P
716,0.0,2008,,I,C,24R
717,0.0,2008,,I,C,24Z
718,0.0,2008,,L,C,24E
719,0.0,2008,,L,C,24F
720,0.0,2008,,L,C,24A
721,0.0,2008,,L,C,24C
722,0.0,2008,,L,C,24N
724,0.0,2008,,L,C,24K
5719,21000.0,2008,Napolitano for Congress,D,Z,24K
5785,2100.0,2008,Oaks for Congress,R,Z,24K
5783,41300.0,2008,OCPAC,R,J,24K
5749,41000.0,2008,New Dominion Leadership Fund,D,J,24K
5748,42000.0,2008,New Apollo Energy,D,J,24K
5747,3000.0,2008,New American Leadership Fund,R,J,24K
5746,10915.0,2008,New American Century,R,J,24Z
5745,28461.0,2008,New American Century,R,J,24K
5744,5000.0,2008,New Albany PAC, ,G,24K
5743,48000.0,2008,Neugebauer Congressional Cmte,R,Z,24K
5742,5000.0,2008,Nelson 2012,D,Z,24K
5741,2300.0,2008,Ned Lamont for Senate,D,Z,24K
5740,2900.0,2008,Nebraska Republican Campaign Cmte,R,Z,24E
5739,55260.0,2008,Nebraska Republican Campaign Cmte,R,Z,24A
5738,83500.0,2008,Nebraska Leadership PAC,D,J,24K
5737,111862.0,2008,Nebraska Democratic State Central Cmte,D,Z,24E
5736,13873.0,2008,Nebraska Democratic State Central Cmte,D,Z,24C
5735,44491.0,2008,National Republican Senatorial Cmte,R,Z,24Z
5734,129015.0,2008,National Republican Senatorial Cmte,R,Z,24K
5733,1530624.0,2008,National Republican Senatorial Cmte,R,Z,24C
