,Amount,Cycle,Destination,Party,RealCode
13888,4519460.0,2012,Cmte, ,X1200
13887,1621997.0,2012,Cmte,R,X0000
22791,0.0,2012,Cand, ,A2000
13604,173036.0,2012,Cmte,R,M6000
13605,10200.0,2012,Cmte, ,M7000
13606,245.0,2012,Cmte,3,M7000
13182,2369678.0,2012,Cmte,R,H5300
13607,56388.0,2012,Cand,D,M7000
14120,5000.0,2012,Cmte,D,g4600
14121,250.0,2012,Cand,R,g4600
14122,1000.0,2012,Cand,D,g5200
22610,0.0,2012,Cand,I,F3000
22611,0.0,2012,Cand,L,F3000
22612,0.0,2012,Cmte,3,F3000
13886,547760.0,2012,Cand,R,X0000
22270,0.0,2012,Cand, ,B4200
13608,298230.0,2012,Cmte,D,M7000
13181,314705.0,2012,Cand,R,H5300
13180,388385.0,2012,Cmte,D,H5300
13179,103196.0,2012,Cand,D,H5300
13613,45000.0,2012,Cmte, ,M7100
13878,934523.0,2012,Cmte,R,T9400
13879,200500.0,2012,Cmte, ,X0000
13614,20385.0,2012,Cand,D,M7100
13615,260815.0,2012,Cmte,D,M7100
13616,250.0,2012,Cmte,L,M7100
13617,230169.0,2012,Cand,R,M7100
13618,974386.0,2012,Cmte,R,M7100
13612,25000.0,2012,Cmte,U,M7000
13621,63210.0,2012,Cand,R,M7200
13619,22875.0,2012,Cand,D,M7200
13885,1200.0,2012,Cmte,L,X0000
13884,8500.0,2012,Cand,L,X0000
13883,6505074.0,2012,Cmte,D,X0000
13882,2291005.0,2012,Cand,D,X0000
13171,395.0,2012,Cmte,L,H5170
13170,250.0,2012,Cand,L,H5170
13169,-27.0,2012,Cand,I,H5170
13620,119592.0,2012,Cmte,D,M7200
13891,53973985.0,2012,Cand,D,X1200
13611,917245.0,2012,Cmte,R,M7000
13609,1000.0,2012,Cmte,L,M7000
13178,2000.0,2012,Cmte, ,H5300
13177,133519.0,2012,Cmte,R,H5200
13176,54053.0,2012,Cand,R,H5200
13175,53645.0,2012,Cmte,D,H5200
13174,69661.0,2012,Cand,D,H5200
13173,111809.0,2012,Cmte,R,H5170
13172,131942.0,2012,Cand,R,H5170
14125,2240.0,2012,Cmte,R,g5200
13610,216105.0,2012,Cand,R,M7000
14126,500.0,2012,Cand,R,g5800
22615,0.0,2012,Cand,U,F3000
22613,0.0,2012,Cand,3,F3000
22614,0.0,2012,Cmte,U,F3000
22271,0.0,2012,Cmte,I,B4200
22272,0.0,2012,Cand,I,B4200
22273,0.0,2012,Cmte,3,B4200
22274,0.0,2012,Cmte,U,B4200
22275,0.0,2012,Cand,U,B4200
14127,1262.0,2012,Cand,R,h2100
13704,55752.0,2012,Cand,R,T1700
13892,112949067.0,2012,Cmte,D,X1200
13187,1400691.0,2012,Cmte,D,H6000
23523,0.0,2012,Cand,I,b1000
23524,0.0,2012,Cmte,L,b1000
23525,0.0,2012,Cand,L,b1000
23526,0.0,2012,Cmte,3,b1000
23527,0.0,2012,Cand,3,b1000
23528,0.0,2012,Cmte,U,b1000
23529,0.0,2012,Cand,U,b1000
23046,0.0,2012,Cand,3,F1300
23045,0.0,2012,Cmte,3,F1300
14117,1000.0,2012,Cand,D,g2900
14118,1000.0,2012,Cmte,D,g2900
14119,250.0,2012,Cand,R,g2900
22798,0.0,2012,Cand,U,A2000
22797,0.0,2012,Cand,3,A2000
22796,0.0,2012,Cmte,3,A2000
22795,0.0,2012,Cand,L,A2000
22794,0.0,2012,Cmte,L,A2000
23522,0.0,2012,Cmte,I,b1000
23521,0.0,2012,Cand,D,b1000
23520,0.0,2012,Cmte,D,b1000
23519,0.0,2012,Cand, ,b1000
13702,500.0,2012,Cand,I,T1700
13701,111907.0,2012,Cmte,D,T1700
13910,4524544.0,2012,Cmte,R,X3000
13700,45670.0,2012,Cand,D,T1700
13699,157067.0,2012,Cmte,R,T1600
13626,101100.0,2012,Cmte,R,M7300
13625,30151.0,2012,Cand,R,M7300
13624,3775.0,2012,Cmte,D,M7300
13862,427435.0,2012,Cand,D,T9100
13698,82265.0,2012,Cand,R,T1600
22609,0.0,2012,Cmte,I,F3000
14115,5000.0,2012,Cand,R,g0000
14116,18000.0,2012,Cmte,R,g0000
21379,0.0,2012,Cand,U,T2500
23048,0.0,2012,Cand,U,F1300
23047,0.0,2012,Cmte,U,F1300
13197,10917394.0,2012,Cand,R,J1100
23518,0.0,2012,Cmte, ,b1000
22608,0.0,2012,Cand, ,F3000
13863,1908796.0,2012,Cmte,D,T9100
13864,530.0,2012,Cand,I,T9100
13865,1000.0,2012,Cand,L,T9100
13901,9300.0,2012,Cmte, ,X3000
13900,6800.0,2012,Cmte,U,X1200
13899,5839.0,2012,Cand,U,X1200
13898,141784894.0,2012,Cmte,R,X1200
13897,72535574.0,2012,Cand,R,X1200
13896,157176.0,2012,Cmte,L,X1200
13895,375189.0,2012,Cand,L,X1200
13894,11600.0,2012,Cmte,I,X1200
13902,17370.0,2012,Cand,3,X3000
13893,141479.0,2012,Cand,I,X1200
13195,8401.0,2012,Cand,I,J1100
13194,12645.0,2012,Cmte,D,J1100
13193,65613.0,2012,Cand,D,J1100
13192,2985.0,2012,Cmte,3,J1100
13191,2681850.0,2012,Cmte, ,J1100
13190,201911.0,2012,Cmte,R,H6000
13189,62225.0,2012,Cand,R,H6000
13188,500.0,2012,Cand,L,H6000
13196,9500.0,2012,Cand,L,J1100
13186,575215.0,2012,Cand,D,H6000
13903,10651.0,2012,Cmte,3,X3000
13905,10580878.0,2012,Cmte,D,X3000
13866,5241.0,2012,Cmte,L,T9100
13867,958176.0,2012,Cand,R,T9100
13868,3213822.0,2012,Cmte,R,T9100
13869,3200.0,2012,Cmte,U,T9100
13870,201000.0,2012,Cmte, ,T9300
13871,60605.0,2012,Cand,D,T9300
13872,1017251.0,2012,Cmte,D,T9300
13873,104180.0,2012,Cand,R,T9300
13904,8126860.0,2012,Cand,D,X3000
13874,560595.0,2012,Cmte,R,T9300
13876,490311.0,2012,Cmte,D,T9400
13877,197606.0,2012,Cand,R,T9400
22793,0.0,2012,Cand,I,A2000
22792,0.0,2012,Cmte,I,A2000
13909,2734767.0,2012,Cand,R,X3000
13908,10352.0,2012,Cmte,L,X3000
13907,7401.0,2012,Cand,L,X3000
13906,8500.0,2012,Cand,I,X3000
13875,103717.0,2012,Cand,D,T9400
21690,0.0,2012,Cand, ,LM100
13926,650.0,2012,Cmte, ,X3500
13589,914880.0,2012,Cmte,R,M5100
22396,0.0,2012,Cand,3,X3100
22395,0.0,2012,Cmte,3,X3100
22394,0.0,2012,Cand,L,X3100
22393,0.0,2012,Cmte,L,X3100
22392,0.0,2012,Cand,I,X3100
22391,0.0,2012,Cmte,I,X3100
22390,0.0,2012,Cand, ,X3100
13821,106638.0,2012,Cand,D,T7100
13822,114167.0,2012,Cmte,D,T7100
13823,500.0,2012,Cand,L,T7100
13824,445.0,2012,Cmte,L,T7100
13825,214755.0,2012,Cand,R,T7100
13271,11725.0,2012,Cmte,R,J7300
13270,28000.0,2012,Cand,R,J7300
13269,470835.0,2012,Cmte,D,J7300
22397,0.0,2012,Cmte,U,X3100
22398,0.0,2012,Cand,U,X3100
21829,0.0,2012,Cand,U,H1700
21828,0.0,2012,Cmte,U,H1700
13281,30232.0,2012,Cand,D,J7510
13280,95350.0,2012,Cmte,R,J7500
13279,88349.0,2012,Cand,R,J7500
13278,532397.0,2012,Cmte,D,J7500
13277,180952.0,2012,Cand,D,J7500
13276,262792.0,2012,Cand,R,J7400
13275,208270.0,2012,Cmte,D,J7400
13826,529866.0,2012,Cmte,R,T7100
13274,8125680.0,2012,Cand,D,J7400
13272,43500.0,2012,Cmte, ,J7400
14128,7500.0,2012,Cand,R,h4300
21823,0.0,2012,Cand, ,H1700
21824,0.0,2012,Cmte,I,H1700
21825,0.0,2012,Cand,I,H1700
21826,0.0,2012,Cand,L,H1700
21827,0.0,2012,Cmte,3,H1700
13273,1722.0,2012,Cand,3,J7400
13282,275058.0,2012,Cmte,D,J7510
13453,116667.0,2012,Cmte,D,M0000
13455,301377.0,2012,Cand,R,M0000
13267,50000.0,2012,Cmte, ,J7300
13266,29400.0,2012,Cmte,R,J7200
13265,11401.0,2012,Cand,R,J7200
13264,8639.0,2012,Cmte,D,J7200
13263,42360.0,2012,Cand,D,J7200
13262,250.0,2012,Cmte,R,J7150
13261,64651.0,2012,Cand,R,J7150
22843,0.0,2012,Cmte,U,D2000
13960,195200.0,2012,Cmte, ,X4110
13959,5000.0,2012,Cmte,U,X4100
13958,3015386.0,2012,Cmte,R,X4100
13957,370572.0,2012,Cand,R,X4100
13956,250.0,2012,Cand,L,X4100
22842,0.0,2012,Cand,I,D2000
13955,6722411.0,2012,Cmte,D,X4100
13268,402846.0,2012,Cand,D,J7300
22844,0.0,2012,Cand,U,D2000
14097,250.0,2012,Cmte,D,f1400
14096,2000.0,2012,Cand,D,f1400
13651,4250.0,2012,Cmte,R,M9300
13650,1250.0,2012,Cand,R,M9300
13649,50.0,2012,Cand,D,M9300
13648,2975.0,2012,Cmte,R,M9200
13647,5805.0,2012,Cand,R,M9200
13646,7880.0,2012,Cmte,D,M9200
13716,262442.0,2012,Cmte,R,T2100
13454,1400.0,2012,Cand,L,M0000
13715,150320.0,2012,Cand,R,T2100
13590,6000.0,2012,Cmte,U,M5100
14090,250.0,2012,Cand,R,e1500
14091,500.0,2012,Cmte,D,e2000
14092,200.0,2012,Cand,R,e2000
14093,2500.0,2012,Cmte,D,f1100
14094,1250.0,2012,Cand,R,f1100
14095,5250.0,2012,Cmte,R,f1100
14089,1250.0,2012,Cmte,D,e1500
13954,798271.0,2012,Cand,D,X4100
13283,750.0,2012,Cmte,L,J7510
13285,26200.0,2012,Cand,D,J7600
13450,5000.0,2012,Cmte, ,Lt300
13558,30727.0,2012,Cand,D,M4000
13559,145321.0,2012,Cmte,D,M4000
13560,122779.0,2012,Cand,R,M4000
13561,703300.0,2012,Cmte,R,M4000
13562,2000.0,2012,Cmte, ,M4100
13563,82534.0,2012,Cand,D,M4100
13564,399327.0,2012,Cmte,D,M4100
13565,7500.0,2012,Cand,L,M4100
13566,1545.0,2012,Cmte,L,M4100
13567,205833.0,2012,Cand,R,M4100
13568,1294987.0,2012,Cmte,R,M4100
13298,629636.0,2012,Cmte,D,J9000
13297,185761.0,2012,Cand,D,J9000
13296,250.0,2012,Cand,3,J9000
13816,80675.0,2012,Cmte,D,T7000
13815,8180.0,2012,Cand,D,T7000
13814,153360.0,2012,Cmte,R,T6250
13813,38877.0,2012,Cand,R,T6250
22120,0.0,2012,Cmte,3,M5100
22121,0.0,2012,Cand,3,M5100
22122,0.0,2012,Cand,U,M5100
13446,9068.0,2012,Cmte,D,LT500
13447,2755.0,2012,Cand,R,LT500
13448,950.0,2012,Cmte,R,LT500
13659,302.0,2012,Cmte, ,T1000
13295,50000.0,2012,Cmte, ,J9000
13658,842132.0,2012,Cmte,R,T0000
13657,158849.0,2012,Cand,R,T0000
13656,1500.0,2012,Cmte,L,T0000
13655,1500.0,2012,Cand,L,T0000
13654,57437.0,2012,Cmte,D,T0000
13653,36412.0,2012,Cand,D,T0000
13449,500.0,2012,Cmte,D,LT600
13812,164977.0,2012,Cmte,D,T6250
13880,2000.0,2012,Cand,3,X0000
13284,65200.0,2012,Cmte,R,J7510
13294,2765.0,2012,Cmte,R,J8000
13292,1000.0,2012,Cand,L,J8000
14086,1500.0,2012,Cmte,R,c5130
14087,1000.0,2012,Cand,R,d6000
14088,750.0,2012,Cand,D,e1500
13652,250.0,2012,Cand,3,T0000
13451,100000.0,2012,Cmte, ,M0000
13452,68455.0,2012,Cand,D,M0000
13965,13000.0,2012,Cmte, ,X4200
13964,1559475.0,2012,Cmte,R,X4110
13963,214695.0,2012,Cand,R,X4110
13962,3856359.0,2012,Cmte,D,X4110
13961,269472.0,2012,Cand,D,X4110
13289,106914.0,2012,Cand,D,J7700
13288,500.0,2012,Cmte,R,J7600
13287,17150.0,2012,Cand,R,J7600
13286,6396.0,2012,Cmte,D,J7600
14085,1250.0,2012,Cand,R,c5130
14084,2053.0,2012,Cmte,D,c5130
14083,1650.0,2012,Cand,D,c5130
13579,128300.0,2012,Cmte,R,M4300
13291,15000.0,2012,Cand,R,J7700
13290,282470.0,2012,Cmte,D,J7700
13817,125050.0,2012,Cand,R,T7000
13818,806000.0,2012,Cmte,R,T7000
13819,5000.0,2012,Cmte, ,T7100
13820,250.0,2012,Cand,3,T7100
13569,1250.0,2012,Cmte, ,M4200
13293,50200.0,2012,Cand,R,J8000
13570,250.0,2012,Cand,3,M4200
13572,118758.0,2012,Cmte,D,M4200
13573,250.0,2012,Cand,L,M4200
13574,77353.0,2012,Cand,R,M4200
13575,209892.0,2012,Cmte,R,M4200
13576,18700.0,2012,Cand,D,M4300
13577,45000.0,2012,Cmte,D,M4300
13578,68602.0,2012,Cand,R,M4300
13571,64043.0,2012,Cand,D,M4200
13953,5750.0,2012,Cmte,3,X4100
13419,54115.0,2012,Cmte,D,LG400
13951,1092695.0,2012,Cmte,R,X4000
23430,0.0,2012,Cmte,R,J6100
23431,0.0,2012,Cand,R,J6100
23432,0.0,2012,Cmte,U,J6100
23433,0.0,2012,Cand,U,J6100
22179,0.0,2012,Cmte,3,H3000
22180,0.0,2012,Cmte,U,H3000
22181,0.0,2012,Cand,U,H3000
21698,0.0,2012,Cand,R,LM100
21697,0.0,2012,Cmte,R,LM100
21696,0.0,2012,Cand,3,LM100
22733,0.0,2012,Cand,L,G5220
22734,0.0,2012,Cmte,3,G5220
22735,0.0,2012,Cand,3,G5220
22736,0.0,2012,Cmte,U,G5220
13842,12375.0,2012,Cand,R,T8200
13843,37755.0,2012,Cmte,R,T8200
13844,14444.0,2012,Cand,D,T8300
23429,0.0,2012,Cand,3,J6100
23428,0.0,2012,Cmte,3,J6100
23427,0.0,2012,Cand,L,J6100
23426,0.0,2012,Cmte,L,J6100
14099,30800.0,2012,Cmte,D,f2100
14100,9500.0,2012,Cand,D,f2300
14101,182730.0,2012,Cmte,D,f2300
13714,500.0,2012,Cmte,I,T2100
13713,470844.0,2012,Cmte,D,T2100
13712,154346.0,2012,Cand,D,T2100
13711,250.0,2012,Cand,3,T2100
13710,1098471.0,2012,Cmte,R,T2000
13845,281180.0,2012,Cmte,D,T8300
13709,257376.0,2012,Cand,R,T2000
22732,0.0,2012,Cmte,L,G5220
13952,1270250.0,2012,Cmte, ,X4100
21699,0.0,2012,Cmte,U,LM100
13935,701791.0,2012,Cmte,R,X3500
22175,0.0,2012,Cand, ,H3000
22176,0.0,2012,Cmte,I,H3000
22177,0.0,2012,Cand,I,H3000
22178,0.0,2012,Cand,L,H3000
22731,0.0,2012,Cand,I,G5220
14098,500.0,2012,Cmte,R,f1420
13252,8500.0,2012,Cand,D,J7120
13456,1139254.0,2012,Cmte,R,M0000
13246,18155.0,2012,Cmte,R,J6200
13245,1339660.0,2012,Cand,R,J6200
13490,271880.0,2012,Cand,R,M2000
13489,500.0,2012,Cand,L,M2000
13488,274975.0,2012,Cmte,D,M2000
13244,3200.0,2012,Cand,L,J6200
13243,23284.0,2012,Cand,D,J6200
13242,768.0,2012,Cmte,D,J6100
13241,10750.0,2012,Cand,R,J5400
21692,0.0,2012,Cand,I,LM100
21691,0.0,2012,Cmte,I,LM100
13585,10000.0,2012,Cmte, ,M5100
13586,21700.0,2012,Cand,D,M5100
13587,155329.0,2012,Cmte,D,M5100
13588,183692.0,2012,Cand,R,M5100
13934,736694.0,2012,Cand,R,X3500
13933,4538.0,2012,Cmte,L,X3500
13247,250000.0,2012,Cmte, ,J7000
13248,51900.0,2012,Cand,D,J7000
13249,212123.0,2012,Cmte,D,J7000
13250,4500.0,2012,Cand,R,J7000
13457,650.0,2012,Cmte, ,M1000
13458,248419.0,2012,Cand,D,M1000
13459,967754.0,2012,Cmte,D,M1000
13460,250.0,2012,Cand,L,M1000
13461,1445.0,2012,Cmte,L,M1000
13582,180162.0,2012,Cmte,D,M5000
13583,798348.0,2012,Cand,R,M5000
13584,4281444.0,2012,Cmte,R,M5000
13846,42199.0,2012,Cand,R,T8300
13462,813695.0,2012,Cand,R,M1000
13464,7950.0,2012,Cand,R,M1100
13465,53220.0,2012,Cmte,R,M1100
21695,0.0,2012,Cmte,3,LM100
21694,0.0,2012,Cand,L,LM100
21693,0.0,2012,Cmte,L,LM100
13708,82850.0,2012,Cmte,D,T2000
13707,14766.0,2012,Cand,D,T2000
13251,2300.0,2012,Cmte,R,J7000
13463,4593826.0,2012,Cmte,R,M1000
22730,0.0,2012,Cmte,I,G5220
21700,0.0,2012,Cand,U,LM100
13946,369000.0,2012,Cmte, ,X4000
13580,80000.0,2012,Cmte, ,M5000
22839,0.0,2012,Cmte, ,D2000
13949,250.0,2012,Cand,L,X4000
13948,3519849.0,2012,Cmte,D,X4000
13947,857651.0,2012,Cand,D,X4000
22840,0.0,2012,Cand, ,D2000
13945,40901.0,2012,Cmte,R,X3700
13944,70446.0,2012,Cand,R,X3700
23425,0.0,2012,Cand,I,J6100
23424,0.0,2012,Cmte,I,J6100
13943,695.0,2012,Cmte,L,X3700
23423,0.0,2012,Cand,D,J6100
23422,0.0,2012,Cand, ,J6100
13950,315990.0,2012,Cand,R,X4000
23421,0.0,2012,Cmte, ,J6100
13254,341251.0,2012,Cand,R,J7120
13255,278259.0,2012,Cmte,R,J7120
13256,75320.0,2012,Cmte, ,J7150
13942,-50.0,2012,Cand,I,X3700
13941,139639.0,2012,Cmte,D,X3700
13257,3000.0,2012,Cand,3,J7150
13258,827220.0,2012,Cand,D,J7150
13259,315807.0,2012,Cmte,D,J7150
13940,138773.0,2012,Cand,D,X3700
13939,1020.0,2012,Cmte,3,X3700
13938,1100.0,2012,Cand,3,X3700
13937,350.0,2012,Cmte, ,X3700
13936,210.0,2012,Cmte,U,X3500
13253,2183.0,2012,Cand,I,J7120
13581,67908.0,2012,Cand,D,M5000
13260,900.0,2012,Cand,L,J7150
13644,250.0,2012,Cand,3,M9200
13837,23990.0,2012,Cmte,D,T8100
13833,2500.0,2012,Cmte, ,T8000
13838,52005.0,2012,Cand,R,T8100
13839,205800.0,2012,Cmte,R,T8100
13840,838.0,2012,Cand,D,T8200
13832,1147815.0,2012,Cmte,R,T7200
13645,15104.0,2012,Cand,D,M9200
13841,300.0,2012,Cmte,D,T8200
13831,184885.0,2012,Cand,R,T7200
13830,500.0,2012,Cmte,L,T7200
13829,250.0,2012,Cand,L,T7200
13828,204975.0,2012,Cmte,D,T7200
13827,21825.0,2012,Cand,D,T7200
22841,0.0,2012,Cmte,I,D2000
22729,0.0,2012,Cand, ,G5220
13835,67000.0,2012,Cmte,R,T8000
13834,10450.0,2012,Cand,R,T8000
13639,5000.0,2012,Cmte, ,M9100
13643,252500.0,2012,Cmte,R,M9100
13642,34967.0,2012,Cand,R,M9100
13641,58175.0,2012,Cmte,D,M9100
13640,16160.0,2012,Cand,D,M9100
13836,7625.0,2012,Cand,D,T8100
13637,99104.0,2012,Cand,R,M9000
13638,573639.0,2012,Cmte,R,M9000
22616,0.0,2016,Cmte, ,A4500
22622,0.0,2016,Cmte,L,A4500
31878,0.0,2016,Cand,D,M2400
31877,0.0,2016,Cmte,D,M2400
31787,0.0,2016,Cand,L,f1100
22621,0.0,2016,Cand,I,A4500
6100,0.0,2016,Cand,U,T2310
6099,0.0,2016,Cmte,U,T2310
31792,0.0,2016,Cmte,U,f1100
31791,0.0,2016,Cand,R,f1100
22626,0.0,2016,Cmte,U,A4500
22618,0.0,2016,Cmte,D,A4500
22619,0.0,2016,Cand,D,A4500
31876,0.0,2016,Cand, ,M2400
22620,0.0,2016,Cmte,I,A4500
22627,0.0,2016,Cand,U,A4500
13835,0.0,2016,Cmte, ,A3200
6098,0.0,2016,Cand,3,T2310
31793,0.0,2016,Cand,U,f1100
31789,0.0,2016,Cand,3,f1100
31790,0.0,2016,Cmte,R,f1100
31788,0.0,2016,Cmte,3,f1100
6160,0.0,2016,Cand,R,J5000
6232,0.0,2016,Cand,R,LB100
13797,0.0,2016,Cmte, ,B1500
6230,0.0,2016,Cand,3,LB100
6229,0.0,2016,Cmte,3,LB100
6224,0.0,2016,Cand,D,LB100
13838,0.0,2016,Cand,D,A3200
13839,0.0,2016,Cmte,I,A3200
13840,0.0,2016,Cand,I,A3200
13841,0.0,2016,Cmte,L,A3200
13846,0.0,2016,Cand,R,A3200
13845,0.0,2016,Cmte,R,A3200
13844,0.0,2016,Cand,3,A3200
6223,0.0,2016,Cand, ,LB100
6222,0.0,2016,Cmte, ,LB100
13843,0.0,2016,Cmte,3,A3200
6153,0.0,2016,Cmte,I,J5000
6154,0.0,2016,Cand,I,J5000
6155,0.0,2016,Cmte,L,J5000
6156,0.0,2016,Cand,L,J5000
6157,0.0,2016,Cmte,3,J5000
6158,0.0,2016,Cand,3,J5000
13842,0.0,2016,Cand,L,A3200
6159,0.0,2016,Cmte,R,J5000
6231,0.0,2016,Cmte,R,LB100
13837,0.0,2016,Cmte,D,A3200
6152,0.0,2016,Cand,D,J5000
6151,0.0,2016,Cmte,D,J5000
13798,0.0,2016,Cand, ,B1500
13799,0.0,2016,Cand,D,B1500
13800,0.0,2016,Cmte,I,B1500
13801,0.0,2016,Cand,I,B1500
13802,0.0,2016,Cand,L,B1500
13803,0.0,2016,Cand,3,B1500
22623,0.0,2016,Cand,L,A4500
6149,0.0,2016,Cmte, ,J5000
13848,0.0,2016,Cand,U,A3200
31875,0.0,2016,Cmte, ,M2400
22625,0.0,2016,Cand,3,A4500
6161,0.0,2016,Cmte,U,J5000
22617,0.0,2016,Cand, ,A4500
13804,0.0,2016,Cmte,U,B1500
13805,0.0,2016,Cand,U,B1500
6162,0.0,2016,Cand,U,J5000
6228,0.0,2016,Cand,L,LB100
6227,0.0,2016,Cmte,L,LB100
6226,0.0,2016,Cand,I,LB100
6225,0.0,2016,Cmte,I,LB100
13836,0.0,2016,Cand, ,A3200
6150,0.0,2016,Cand, ,J5000
13847,0.0,2016,Cmte,U,A3200
22624,0.0,2016,Cmte,3,A4500
14600,6750.0,2016,Cand,R,H0000
31880,0.0,2016,Cand,I,M2400
6604,0.0,2016,Cmte,L,M1600
6603,0.0,2016,Cand,I,M1600
6602,0.0,2016,Cmte,I,M1600
6601,0.0,2016,Cand,D,M1600
6600,0.0,2016,Cmte,D,M1600
6599,0.0,2016,Cand, ,M1600
6598,0.0,2016,Cmte, ,M1600
6557,0.0,2016,Cand,U,D3000
6556,0.0,2016,Cmte,U,D3000
6555,0.0,2016,Cand,3,D3000
6554,0.0,2016,Cmte,3,D3000
6553,0.0,2016,Cand,L,D3000
6552,0.0,2016,Cand,I,D3000
6551,0.0,2016,Cmte,I,D3000
6550,0.0,2016,Cand,D,D3000
6549,0.0,2016,Cand, ,D3000
6548,0.0,2016,Cmte, ,D3000
6605,0.0,2016,Cand,L,M1600
32137,0.0,2016,Cand,U,H3100
6606,0.0,2016,Cmte,3,M1600
6608,0.0,2016,Cand,R,M1600
32192,0.0,2016,Cand,D,G6550
32191,0.0,2016,Cand, ,G6550
32190,0.0,2016,Cmte, ,G6550
13326,0.0,2016,Cmte,D,c5120
13327,0.0,2016,Cand,D,c5120
13328,0.0,2016,Cmte,I,c5120
13329,0.0,2016,Cand,I,c5120
13330,0.0,2016,Cmte,L,c5120
13331,0.0,2016,Cand,L,c5120
13332,0.0,2016,Cmte,3,c5120
13333,0.0,2016,Cand,3,c5120
13334,0.0,2016,Cmte,R,c5120
13335,0.0,2016,Cand,R,c5120
13336,0.0,2016,Cmte,U,c5120
13337,0.0,2016,Cand,U,c5120
6610,0.0,2016,Cand,U,M1600
6609,0.0,2016,Cmte,U,M1600
6607,0.0,2016,Cand,3,M1600
32136,0.0,2016,Cmte,U,H3100
32135,0.0,2016,Cand,R,H3100
32134,0.0,2016,Cand,3,H3100
6515,0.0,2016,Cmte,U,G5200
6514,0.0,2016,Cand,3,G5200
6513,0.0,2016,Cmte,3,G5200
6512,0.0,2016,Cand,L,G5200
6511,0.0,2016,Cand,I,G5200
6510,0.0,2016,Cmte,I,G5200
6509,0.0,2016,Cand,D,G5200
6508,0.0,2016,Cand, ,G5200
6507,0.0,2016,Cmte, ,G5200
24488,0.0,2016,Cmte, ,E1600
24489,0.0,2016,Cand, ,E1600
24490,0.0,2016,Cand,D,E1600
24491,0.0,2016,Cmte,I,E1600
24492,0.0,2016,Cand,I,E1600
24493,0.0,2016,Cmte,L,E1600
24494,0.0,2016,Cand,L,E1600
24495,0.0,2016,Cmte,3,E1600
6516,0.0,2016,Cand,U,G5200
13432,0.0,2016,Cand,U,F2200
13431,0.0,2016,Cmte,U,F2200
13430,0.0,2016,Cand,R,F2200
32133,0.0,2016,Cmte,3,H3100
32132,0.0,2016,Cand,L,H3100
32131,0.0,2016,Cmte,L,H3100
32130,0.0,2016,Cand,I,H3100
32129,0.0,2016,Cmte,I,H3100
32128,0.0,2016,Cand,D,H3100
32127,0.0,2016,Cmte,D,H3100
32126,0.0,2016,Cand, ,H3100
32193,0.0,2016,Cmte,I,G6550
32125,0.0,2016,Cmte, ,H3100
13422,0.0,2016,Cand, ,F2200
13423,0.0,2016,Cand,D,F2200
13424,0.0,2016,Cmte,I,F2200
13425,0.0,2016,Cand,I,F2200
13426,0.0,2016,Cmte,L,F2200
13427,0.0,2016,Cand,L,F2200
13428,0.0,2016,Cmte,3,F2200
13429,0.0,2016,Cand,3,F2200
13421,0.0,2016,Cmte, ,F2200
32194,0.0,2016,Cand,I,G6550
32195,0.0,2016,Cmte,L,G6550
32196,0.0,2016,Cand,L,G6550
24435,0.0,2016,Cmte,U,F4700
24436,0.0,2016,Cand,U,F4700
32268,0.0,2016,Cand,U,T8100
32267,0.0,2016,Cmte,U,T8100
32266,0.0,2016,Cand,R,T8100
32265,0.0,2016,Cand,3,T8100
32264,0.0,2016,Cmte,3,T8100
32263,0.0,2016,Cand,L,T8100
32262,0.0,2016,Cmte,L,T8100
32261,0.0,2016,Cand,I,T8100
32260,0.0,2016,Cmte,I,T8100
32259,0.0,2016,Cand,D,T8100
32258,0.0,2016,Cand, ,T8100
32257,0.0,2016,Cmte, ,T8100
13228,0.0,2016,Cmte, ,m8000
13229,0.0,2016,Cand, ,m8000
13230,0.0,2016,Cmte,D,m8000
24434,0.0,2016,Cand,R,F4700
24433,0.0,2016,Cand,3,F4700
24432,0.0,2016,Cmte,3,F4700
24431,0.0,2016,Cand,L,F4700
13170,0.0,2016,Cmte,U,M9000
13171,0.0,2016,Cand,U,M9000
24425,0.0,2016,Cmte, ,F4700
24426,0.0,2016,Cand, ,F4700
24427,0.0,2016,Cand,D,F4700
24428,0.0,2016,Cmte,I,F4700
24429,0.0,2016,Cand,I,F4700
24430,0.0,2016,Cmte,L,F4700
13231,0.0,2016,Cand,D,m8000
6721,0.0,2016,Cand,U,J7200
6719,0.0,2016,Cand,R,J7200
6718,0.0,2016,Cand,3,J7200
6717,0.0,2016,Cmte,3,J7200
6716,0.0,2016,Cand,L,J7200
6715,0.0,2016,Cmte,L,J7200
6714,0.0,2016,Cand,I,J7200
6713,0.0,2016,Cmte,I,J7200
6712,0.0,2016,Cand,D,J7200
6720,0.0,2016,Cmte,U,J7200
24496,0.0,2016,Cand,3,E1600
13232,0.0,2016,Cmte,I,m8000
13234,0.0,2016,Cmte,L,m8000
22747,0.0,2016,Cmte,U,A2000
22746,0.0,2016,Cand,3,A2000
22745,0.0,2016,Cmte,3,A2000
22744,0.0,2016,Cand,L,A2000
22743,0.0,2016,Cmte,L,A2000
22742,0.0,2016,Cand,I,A2000
22741,0.0,2016,Cmte,I,A2000
22740,0.0,2016,Cand,D,A2000
22739,0.0,2016,Cand, ,A2000
22738,0.0,2016,Cmte, ,A2000
13324,0.0,2016,Cmte, ,c5120
13325,0.0,2016,Cand, ,c5120
